,coordinates,cost_text,desc,name,rooms
https://www.domain.com.au/65-pretty-sally-drive-wallan-vic-3756-11694652,"[-37.3981581, 144.9726411]",$420.00 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",65 Pretty Sally Drive Wallan VIC 3756,"['4 Beds', '3 Baths', '2 Parking']"
https://www.domain.com.au/52-charles-street-wallan-vic-3756-16040281,"[-37.422605, 145.0002606]",$410 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",52 Charles Street Wallan VIC 3756,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/22-foxtail-circuit-wallan-vic-3756-16036261,"[-37.4066923, 144.9798236]",$400 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",22 Foxtail Circuit Wallan VIC 3756,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/55-blue-lake-drive-wallan-vic-3756-15155456,"[-37.4274736, 144.9887884]",$420," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",55 Blue Lake Drive Wallan VIC 3756,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/28-buckland-hill-drive-wallan-vic-3756-15155205,"[-37.4273017, 144.9918419]",$420," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",28 Buckland Hill Drive Wallan VIC 3756,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/wallan-vic-3756-15128193,"[-37.4115786, 144.9716234]",No Deposit Required or Rent2own,"First Step Homes has a solution for Homeownership, whether it's a Rent2own or simply lending you your deposit Plus costs associated with your purchase, e.g. legal, stamp duty, govt &amp; bank charges.",Wallan VIC 3756,"['3 Beds', '2 Baths', '1 Parking']"
https://www.domain.com.au/61-stanley-street-wallan-vic-3756-16081447,"[-37.4138202, 144.9761057]",$400 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",61 Stanley Street Wallan VIC 3756,"['3 Beds', '1 Bath', '4 Parking']"
https://www.domain.com.au/51-charles-street-wallan-vic-3756-14035697,"[-37.4223471, 145.0008966]",$420 wk," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",51 Charles Street Wallan VIC 3756,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/7-141-dudley-street-wallan-vic-3756-14556929,"[-37.4072665, 144.9739376]",$390 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",7/141 Dudley Street Wallan VIC 3756,"['3 Beds', '2 Baths', '1 Parking']"
https://www.domain.com.au/13-rose-avenue-wallan-vic-3756-14416536,"[-37.3945786, 144.9682415]",$460 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",13 ROSE AVENUE Wallan VIC 3756,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/1380-wallan-whittlesea-road-upper-plenty-vic-3756-16062040,"[-37.4182719, 145.0430519]",$650 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",1380 Wallan-Whittlesea Road Upper Plenty VIC 3756,"['3 Beds', '1 Bath', '6 Parking']"
https://www.domain.com.au/95-dudley-street-wallan-vic-3756-16058429,"[-37.4111189, 144.973568]",$580PW/$2530PCM," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",95 Dudley Street Wallan VIC 3756,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/8-indigo-street-wallan-vic-3756-16047310,"[-37.4210681, 144.9632178]",$460.00," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",8 Indigo Street Wallan VIC 3756,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/38-mccarthy-court-wallan-vic-3756-14230683,"[-37.4175763, 144.9872801]",$430 PER WEEK," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",38 MCCARTHY COURT Wallan VIC 3756,"['5 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/1-91-dudley-st-wallan-vic-3756-16031697,"[-37.4114294, 144.9736374]",* UNDER APPLICATION *," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",1/91 Dudley St Wallan VIC 3756,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/3-stag-place-wallan-vic-3756-16029723,"[-37.43140980133226, 144.9911314764217]",$430 wk," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3 Stag Place Wallan VIC 3756,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/unit-2-4a-stanley-street-wallan-vic-3756-16065716,"[-37.4188198, 144.976307]",$340 wk," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Unit 2/4A Stanley Street Wallan VIC 3756,"['3 Beds', '1 Bath', '2 Parking']"
https://www.domain.com.au/19-mt-eliza-avenue-wallan-vic-3756-11688508,"[-37.4290394, 144.9891973]",$410. per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",19 Mt Eliza Avenue Wallan VIC 3756,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/52-dudley-street-wallan-vic-3756-16051790,"[-37.4147449, 144.973936]",$420," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",52 Dudley Street Wallan VIC 3756,"['3 Beds', '1 Bath', '2 Parking']"
https://www.domain.com.au/1-88-king-street-wallan-vic-3756-16003743,"[-37.4098323, 144.9814752]",$390 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",1/88 King Street Wallan VIC 3756,"['3 Beds', '2 Baths', '1 Parking']"
https://www.domain.com.au/46-dudley-park-lane-cobram-vic-3644-16077328,"[-35.9246672, 145.6551525]",$430perweek," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",46 Dudley Park Lane Cobram VIC 3644,"['3 Beds', '2 Baths']"
https://www.domain.com.au/2-23-punt-road-cobram-vic-3644-16072112,"[-35.9192365, 145.6566676]",$280 pw," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2/23 Punt Road Cobram VIC 3644,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/39-wondah-street-cobram-vic-3644-16048574,"[-35.9123988, 145.6567977]",$500 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",39 Wondah Street Cobram VIC 3644,"['5 Beds', '2 Baths']"
https://www.domain.com.au/lot-3-buchanans-road-barooga-nsw-3644-11855258,"[-35.9089932, 145.6994904]",$220.00 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Lot 3 Buchanans Road Barooga NSW 3644,"['2 Beds', '1 Bath']"
https://www.domain.com.au/9-rivertown-grove-cobram-vic-3644-11528395,"[-35.9246857, 145.6567234]",$450 per week,"Sited in an ideal position, just a short walk to park and primary school and just minutes away from the town centre is this neat three-bedroom brick veneer home. Featuring formal lounge room with split system, Kitchen with electric cooktop and stove, dishwasher and split system. Bedroom 1 with carpet, WIR and ensuite. Bedroom 2 and 3 with carpet and built-in robes. Main bathroom with shower",9 Rivertown Grove Cobram VIC 3644,"['3 Beds', '1 Bath', '2 Parking']"
https://www.domain.com.au/9-rivertown-grove-cobram-vic-3644-15997557,"[-35.9246857, 145.6567234]",$450 pw," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",9 Rivertown Grove Cobram VIC 3644,"['3 Beds', '2 Baths', '3 Parking']"
https://www.domain.com.au/3391-tocumwal-barooga-road-barooga-nsw-3644-16039815,"[-35.9164478, 145.6658604]",$480.00 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3391 Tocumwal-Barooga Road Barooga NSW 3644,"['3 Beds', '1 Bath', '4 Parking']"
https://www.domain.com.au/31-blackwood-crescent-cobram-vic-3644-15072187,"[-35.920245800000004, 145.6589662]",$330 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",31 Blackwood Crescent Cobram VIC 3644,"['3 Beds', '1 Bath']"
https://www.domain.com.au/43-broadway-street-cobram-vic-3644-16075124,"[-35.9169936, 145.6478931]",$400," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",43 Broadway Street Cobram VIC 3644,"['3 Beds', '1 Bath', '2 Parking']"
https://www.domain.com.au/2-1-sturt-street-cobram-vic-3644-16062919,"[-35.92624, 145.6516249]",$260," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2/1 Sturt Street Cobram VIC 3644,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/38a-high-street-yea-vic-3717-14902826,"[-37.2107023, 145.4245479]",$250 p.w.,"RESTORED WITH INTEGRITY, this gem of a commercial property, built around 1920, is just waiting for the right person with great ideas and flare. Located down a quaint alley-way in the centre of the town of Yea, it is convenient for main street foot traffic adjacent to coffee and food shops. Locals and visitors to Yea will be inquisitive enough to amble down and come inside. ",38A High Street Yea VIC 3717,"['0 Beds', '0 Baths', '1 Parking']"
https://www.domain.com.au/22-lanning-street-baranduda-vic-3691-16073082,"[-36.17536279999999, 146.9376509]",$650 per week,"Everything you could ever ask for and luxuries you have probably never even thought of, this is only the beginning of what you can expect from this stunning ex-display home built by award winning Simmonds Homes.",22 Lanning Street Baranduda VIC 3691,"['4 Beds', '2 Baths', '6 Parking']"
